source,target,type,weight
103339,173771,undirected,0.2
103339,166480,undirected,0.37370119131732843
103339,171739,undirected,0.1
103339,26464,undirected,0.3295635146878458
103339,89087,undirected,0.5695050497092806
103339,97946,undirected,0.35176846667489
103339,6229,undirected,0.1757122237972268
103339,1092,undirected,0.15677876523199621
103339,26059,undirected,0.125
103339,5020,undirected,0.39927403566974906
103339,143323,undirected,0.125
103339,90947,undirected,0.125
103339,132157,undirected,0.14404855290587354
103339,186263,undirected,0.15758234683826386
103339,31270,undirected,0.10826568841051332
97946,51847,undirected,0.3333333333333333
97946,84189,undirected,0.1628063873248457
97946,150252,undirected,0.08333333333333333
97946,7481,undirected,0.3708481502117328
97946,4939,undirected,0.16638569497985287
97946,95804,undirected,0.125
97946,166480,undirected,0.125
97946,26464,undirected,0.13263429546474534
97946,89087,undirected,0.29555830780727005
97946,1092,undirected,0.13333333333333333
97946,5020,undirected,0.16537964611894462
97946,182645,undirected,0.16666666666666666
97946,31270,undirected,0.25
5020,51847,undirected,0.16666666666666666
5020,103259,undirected,0.16666666666666666
5020,156801,undirected,0.16666666666666666
5020,194801,undirected,0.25
5020,205605,undirected,0.25
5020,7481,undirected,0.125
5020,4939,undirected,0.2214953440254835
5020,150954,undirected,0.125
5020,68137,undirected,0.25
5020,92980,undirected,0.16666666666666666
5020,182991,undirected,0.16666666666666666
5020,188267,undirected,0.25
5020,166480,undirected,0.16666666666666666
5020,26464,undirected,0.3333333333333333
5020,89087,undirected,0.3324445745305219
5020,157657,undirected,0.5
5020,192927,undirected,0.25
5020,183563,undirected,0.25
5020,132157,undirected,0.16397831834998458
83184,95804,undirected,0.5
83184,183563,undirected,0.25
83184,90947,undirected,0.25
132157,103259,undirected,0.6604982636186264
132157,97172,undirected,0.13384605827158563
132157,84189,undirected,0.14064052989245743
132157,78499,undirected,0.1010257290008542
132157,4939,undirected,0.125
132157,150954,undirected,0.1
132157,95804,undirected,0.125
132157,173771,undirected,0.1
132157,166480,undirected,0.125
132157,969,undirected,0.12004900959975617
132157,26464,undirected,0.25
132157,1092,undirected,0.16956923595515286
132157,118924,undirected,0.2514792221046354
132157,42013,undirected,0.2222222222222222
51847,84189,undirected,0.18494083805091657
51847,4723,undirected,0.25
51847,7481,undirected,0.15887177294988633
51847,95804,undirected,0.16666666666666666
51847,173771,undirected,0.125
51847,89087,undirected,0.25
51847,6229,undirected,0.25
51847,1092,undirected,0.18858748667130204
51847,90947,undirected,0.33213266906865946
51847,31270,undirected,0.16181327658030448
84189,103259,undirected,0.13333333333333333
84189,97172,undirected,0.14820697135613164
84189,150252,undirected,0.08333333333333333
84189,95804,undirected,0.18631770102243564
84189,180593,undirected,0.125
84189,168274,undirected,0.2541135413368698
84189,166480,undirected,0.125
84189,26464,undirected,0.15854852456767027
84189,89087,undirected,0.14252032434453968
84189,1092,undirected,0.4551669267640208
84189,31270,undirected,0.1485743057339469
4723,180593,undirected,0.25
4723,26464,undirected,0.16666666666666666
4723,89087,undirected,0.17877423548354854
4723,6229,undirected,0.5
4723,90947,undirected,0.5
4723,31270,undirected,0.16666666666666666
7481,194801,undirected,0.16666666666666666
7481,66365,undirected,0.19576109176143974
7481,195043,undirected,0.08333333333333333
7481,78499,undirected,0.11364010770453813
7481,3218,undirected,0.2425369636476658
7481,4939,undirected,0.2145815650904324
7481,95804,undirected,0.18685455918617505
7481,68137,undirected,0.16666666666666666
7481,4862,undirected,0.2221621540437435
7481,173771,undirected,0.12322225062419363
7481,171739,undirected,0.125
7481,969,undirected,0.15067200334907319
7481,26464,undirected,0.171108551589317
7481,89087,undirected,0.35790547944486306
7481,6229,undirected,0.266797078586926
7481,25977,undirected,0.1
7481,26059,undirected,0.16666666666666666
7481,6960,undirected,0.16666666666666666
7481,90947,undirected,0.16666666666666666
7481,31270,undirected,0.4007358313725876
95804,150252,undirected,0.1
95804,173771,undirected,0.125
95804,89087,undirected,0.13294059806687755
95804,6229,undirected,0.25
95804,1092,undirected,0.14795908857482154
95804,183563,undirected,0.25
95804,90947,undirected,0.25
95804,182645,undirected,0.25
95804,31270,undirected,0.125
173771,103259,undirected,0.1
173771,205387,undirected,0.16666666666666666
173771,89087,undirected,0.2
173771,6229,undirected,0.20186243025496534
173771,143323,undirected,0.16666666666666666
173771,31270,undirected,0.1
89087,166524,undirected,0.08333333333333333
89087,103259,undirected,0.12458271343528747
89087,150252,undirected,0.07142857142857142
89087,195043,undirected,0.3
89087,78499,undirected,0.09664209152824906
89087,4939,undirected,0.15972850325344204
89087,168274,undirected,0.3
89087,4862,undirected,0.125
89087,166480,undirected,0.25
89087,171739,undirected,0.1
89087,969,undirected,0.12824063113920484
89087,26464,undirected,0.3172516015793454
89087,6229,undirected,0.16513836134071647
89087,1092,undirected,0.1514965865761144
89087,116979,undirected,0.10925355610938443
89087,143323,undirected,0.125
89087,90947,undirected,0.125
89087,186263,undirected,0.13326401524529327
89087,182645,undirected,0.125
89087,31270,undirected,0.11083661315949214
6229,195043,undirected,0.125
6229,3218,undirected,0.6598295946609234
6229,26464,undirected,0.22203734513346163
6229,26059,undirected,0.5
6229,6960,undirected,0.6599663291074442
6229,90947,undirected,0.5
6229,31270,undirected,0.2789058845671041
1092,103259,undirected,0.15661757064707826
1092,195043,undirected,0.2
1092,141690,undirected,0.125
1092,180593,undirected,0.125
1092,166480,undirected,0.125
1092,26464,undirected,0.16632553793784197
90947,166524,undirected,0.16666666666666666
90947,61768,undirected,0.5
90947,141690,undirected,0.25
90947,3218,undirected,0.5
90947,149704,undirected,0.5
90947,183563,undirected,0.5
90947,31270,undirected,0.21790681682020444
31270,97172,undirected,0.13022022326617833
31270,66365,undirected,0.125
31270,150252,undirected,0.2
31270,3218,undirected,0.20955340746286433
31270,4939,undirected,0.16625491973923823
31270,157821,undirected,0.08333333333333333
31270,180593,undirected,0.125
31270,26464,undirected,0.13295521606488175
31270,114599,undirected,0.125
31270,149704,undirected,0.16666666666666666
31270,26059,undirected,0.16666666666666666
31270,6960,undirected,0.24800146873150475
31270,182645,undirected,0.16666666666666666
166524,78499,undirected,0.0625
78499,103259,undirected,0.09289958655759449
78499,156801,undirected,0.10299921073401735
78499,97172,undirected,0.3989210099600993
78499,5361,undirected,0.15194752840455303
78499,199932,undirected,0.0625
78499,181809,undirected,0.08333333333333333
78499,150954,undirected,0.09122048174574769
78499,110255,undirected,0.07142857142857142
78499,166564,undirected,0.16666666666666666
78499,185313,undirected,0.2793407383065117
78499,969,undirected,0.23358335199794536
78499,32666,undirected,0.08333333333333333
78499,8041,undirected,0.08333333333333333
78499,118924,undirected,0.15228188467190756
78499,25977,undirected,0.0625
78499,116979,undirected,0.25
78499,42013,undirected,0.14323986685093726
78499,186263,undirected,0.12091165517595234
78499,136940,undirected,0.0625
103259,97172,undirected,0.10826568841051332
103259,195043,undirected,0.2
103259,4939,undirected,0.125
103259,166480,undirected,0.125
103259,185313,undirected,0.125
103259,26464,undirected,0.3333333333333333
103259,42013,undirected,0.16666666666666666
103259,186263,undirected,0.125
97172,168274,undirected,0.07142857142857142
97172,185313,undirected,0.1
97172,969,undirected,0.13016737867903902
97172,176513,undirected,0.16554820268077802
97172,118924,undirected,0.125
97172,25977,undirected,0.2
97172,116979,undirected,0.08333333333333333
97172,42013,undirected,0.14880607405723015
97172,186263,undirected,0.13257455385597453
195043,194801,undirected,0.125
195043,26464,undirected,0.2940858488375231
195043,186263,undirected,0.1
4939,101967,undirected,0.16666666666666666
4939,66365,undirected,0.5
4939,150954,undirected,0.125
4939,168274,undirected,0.1
4939,166480,undirected,0.16666666666666666
4939,26464,undirected,0.2
4939,157657,undirected,0.16666666666666666
166480,26464,undirected,0.125
185313,42013,undirected,0.25
26464,194801,undirected,0.16666666666666666
26464,66365,undirected,0.125
26464,26059,undirected,0.16666666666666666
26464,186263,undirected,0.125
42013,969,undirected,0.17829573392850936
42013,32666,undirected,0.5
42013,118924,undirected,0.7332137708004506
186263,168274,undirected,0.13278576086236052
186263,116979,undirected,0.1552071299509589
156801,194801,undirected,0.25
156801,205605,undirected,0.25
156801,68137,undirected,0.25
156801,92980,undirected,0.16666666666666666
156801,182991,undirected,0.16666666666666666
156801,188267,undirected,0.25
156801,157657,undirected,0.16666666666666666
156801,192927,undirected,0.25
156801,6960,undirected,0.25
156801,183563,undirected,0.25
156801,88411,undirected,0.25
194801,205605,undirected,0.5
194801,68137,undirected,0.5
194801,92980,undirected,0.25
194801,168274,undirected,0.16657099118997246
194801,182991,undirected,0.25
194801,188267,undirected,0.5
194801,157657,undirected,0.25
194801,192927,undirected,0.5
194801,183563,undirected,0.5
205605,68137,undirected,0.5
205605,92980,undirected,0.25
205605,182991,undirected,0.25
205605,188267,undirected,0.5
205605,157657,undirected,0.25
205605,192927,undirected,0.5
205605,183563,undirected,0.5
68137,92980,undirected,0.25
68137,182991,undirected,0.25
68137,188267,undirected,0.5
68137,157657,undirected,0.25
68137,192927,undirected,0.5
68137,183563,undirected,0.5
92980,182991,undirected,0.16666666666666666
92980,188267,undirected,0.25
92980,157657,undirected,0.16666666666666666
92980,192927,undirected,0.25
92980,183563,undirected,0.25
182991,188267,undirected,0.25
182991,157657,undirected,0.16666666666666666
182991,192927,undirected,0.25
182991,183563,undirected,0.25
188267,157657,undirected,0.25
188267,192927,undirected,0.5
188267,183563,undirected,0.5
157657,150954,undirected,0.125
157657,192927,undirected,0.25
157657,183563,undirected,0.25
192927,183563,undirected,0.5
6960,3218,undirected,0.5
6960,26059,undirected,0.5
6960,88411,undirected,0.5
969,101967,undirected,0.1
969,5361,undirected,0.16142568964988258
969,150252,undirected,0.08306932041011914
969,163370,undirected,0.25
969,157821,undirected,0.07142857142857142
969,60309,undirected,0.2
969,8041,undirected,0.125
969,118924,undirected,0.1662975263094348
969,25977,undirected,0.08333333333333333
969,116979,undirected,0.08333333333333333
118924,32666,undirected,0.5
5361,157821,undirected,0.125
150252,60309,undirected,0.08333333333333333
150252,182645,undirected,0.125
192413,195157,undirected,0.5
192413,179127,undirected,0.5
195157,179127,undirected,0.5
3218,4829,undirected,0.25
3218,4862,undirected,0.5
4829,4862,undirected,0.25
4862,26059,undirected,0.5
114599,149704,undirected,0.25
