source,target,type,weight
155991,133944,undirected,0.9524046736730253
155991,63305,undirected,0.9658490355196305
155991,106195,undirected,0.9536384408101739
155991,50194,undirected,0.9524062257332405
155991,144363,undirected,0.9701108603029045
155991,131197,undirected,0.9701476497465105
155991,112047,undirected,0.9586449257400361
155991,116271,undirected,0.9551880557156965
155991,119152,undirected,0.9528131589382078
155991,19024,undirected,0.966728554814521
155991,69129,undirected,0.9551393950732129
155991,87866,undirected,0.9721958250579409
155991,6516,undirected,0.9642906922290365
155991,26123,undirected,0.9535943416407527
155991,12926,undirected,0.9508702905400173
155991,45027,undirected,0.9602756686285895
155991,2359,undirected,0.9725627537122198
155991,4711,undirected,0.9521038305425008
155991,65947,undirected,0.963356240922039
155991,160202,undirected,0.9655134424511871
155991,67604,undirected,0.9589138891685604
155991,77810,undirected,0.9566944458783257
155991,50190,undirected,0.9605208721653802
155991,154482,undirected,0.9652292920886597
155991,30917,undirected,0.9716305874660947
155991,153392,undirected,0.9543161358588576
155991,68576,undirected,0.9721618764507465
155991,70849,undirected,0.9703321349058992
155991,72678,undirected,0.9691952790167301
155991,48313,undirected,0.9620742503851508
155991,96802,undirected,0.9600490879923221
155991,71803,undirected,0.9586595868723772
155991,27296,undirected,0.9569997124833586
155991,27554,undirected,0.9593975401136668
155991,5662,undirected,0.9708662750672648
155991,37145,undirected,0.9575705728767346
155991,148378,undirected,0.9740810101713768
155991,19110,undirected,0.9551158665533431
155991,95811,undirected,0.9589862912420196
155991,111631,undirected,0.9520032439168289
155991,135740,undirected,0.9640180286575133
155991,22588,undirected,0.9511770820572363
155991,607,undirected,0.9743082544191728
155991,34068,undirected,0.9642043023012312
155991,28125,undirected,0.9574976880066531
155991,123118,undirected,0.95156349618808
155991,49603,undirected,0.9740364739320474
155991,104969,undirected,0.9722511585943961
155991,81173,undirected,0.9610597594001552
155991,39888,undirected,0.9628943704317627
155991,140943,undirected,0.9504190185029108
155991,131002,undirected,0.9601014078013131
155991,43883,undirected,0.9640875796279137
155991,21492,undirected,0.9645188351863103
155991,26706,undirected,0.9633313975520947
155991,126684,undirected,0.9531775257686909
155991,48829,undirected,0.9516802396445092
155991,129774,undirected,0.9668663507604199
155991,133089,undirected,0.957066149108999
155991,103680,undirected,0.9714509690563818
155991,110142,undirected,0.953539090889448
155991,23628,undirected,0.9588534676716408
155991,26479,undirected,0.977344387790096
155991,47768,undirected,0.9573901629023644
155991,121832,undirected,0.9522721312763842
155991,71668,undirected,0.9537383004450555
155991,69878,undirected,0.9548915663851266
155991,16214,undirected,0.9523946503316058
155991,77637,undirected,0.9545180164031274
155991,69871,undirected,0.9624044126827543
155991,14881,undirected,0.9500015097162247
155991,33834,undirected,0.9512927615119033
155991,74402,undirected,0.9777432161080274
155991,150301,undirected,0.9504645843236851
155991,4929,undirected,0.9600857484560869
155991,91951,undirected,0.9663170557034354
155991,109046,undirected,0.9575776740981956
155991,159286,undirected,0.9539192541296883
155991,82887,undirected,0.9536269409661584
155991,95688,undirected,0.9760247454239868
155991,34411,undirected,0.976486666549699
155991,56533,undirected,0.9538671595647666
155991,92162,undirected,0.9654188472951604
155991,88705,undirected,0.9506289049261984
155991,94971,undirected,0.96873993667475
155991,64272,undirected,0.9690103420067462
155991,66972,undirected,0.9729142614678585
155991,51439,undirected,0.9522060909027802
155991,161919,undirected,0.9514636285933866
155991,9315,undirected,0.9666253631569959
155991,31928,undirected,0.9625553797648277
155991,65569,undirected,0.96867722371655
155991,125302,undirected,0.9555135613323846
155991,43898,undirected,0.9563569816685111
155991,92557,undirected,0.9697405316357962
155991,113800,undirected,0.9538320838869505
155991,120278,undirected,0.957119563707412
155991,12242,undirected,0.9556004286707168
155991,41445,undirected,0.9773914529954187
155991,156600,undirected,0.9745951147498645
155991,28005,undirected,0.9699742542015242
155991,152224,undirected,0.9734660440221172
155991,83814,undirected,0.9655530170506834
155991,60272,undirected,0.9805338541378638
155991,61415,undirected,0.966322609479241
155991,2567,undirected,0.9622649096668404
155991,101000,undirected,0.951441851530666
155991,25476,undirected,0.9700509208306167
155991,58441,undirected,0.9717472230407803
155991,140686,undirected,0.9563614101223077
155991,57837,undirected,0.9619792911966231
155991,51901,undirected,0.953362584813936
155991,702,undirected,0.9677981220903616
155991,57369,undirected,0.9661775730222556
155991,92630,undirected,0.9522409362712856
155991,44791,undirected,0.9690778139173635
155991,106680,undirected,0.9518199898027927
155991,6115,undirected,0.9704190123042863
155991,53790,undirected,0.968936021602204
155991,82150,undirected,0.9520842912936917
155991,52421,undirected,0.9747672061690539
155991,110414,undirected,0.9572398876288888
155991,156304,undirected,0.9510821919492426
155991,104223,undirected,0.9507913630025614
155991,57688,undirected,0.9730982974846134
155991,140851,undirected,0.9557177901651236
155991,75004,undirected,0.9666807847596997
155991,65446,undirected,0.9658297423956121
155991,122750,undirected,0.9653734059074411
155991,133306,undirected,0.9647649731704928
155991,27524,undirected,0.9629461513186801
155991,110854,undirected,0.9689879094213273
155991,50187,undirected,0.9653933259633518
155991,22811,undirected,0.9651122241303465
155991,125636,undirected,0.9558177711657431
155991,119220,undirected,0.9575473355681462
155991,105475,undirected,0.9512833518859554
155991,50930,undirected,0.9657964303423995
155991,147276,undirected,0.9541285072936871
155991,104750,undirected,0.9671238179208921
155991,112915,undirected,0.9536961644062898
155991,95322,undirected,0.9709162641569166
155991,5974,undirected,0.9669121144193041
155991,55073,undirected,0.9694119700636232
155991,56611,undirected,0.9521193517041722
155991,74716,undirected,0.9618637316642047
155991,58268,undirected,0.9641819168765475
155991,128283,undirected,0.9771768994500862
155991,122738,undirected,0.9532441904874285
155991,111278,undirected,0.9556543337983124
155991,123569,undirected,0.9562387511352463
155991,94862,undirected,0.965722263973854
155991,125503,undirected,0.9561832168593636
103680,63519,undirected,0.9504450963465743
103680,43864,undirected,0.9713785743712443
103680,111184,undirected,0.9668599493500694
103680,70262,undirected,0.9517709010000417
103680,53846,undirected,0.9593461772219852
103680,21410,undirected,0.9510494525389122
103680,71293,undirected,0.9698111482989236
103680,58899,undirected,0.968704633129703
103680,21477,undirected,0.9761211178429395
103680,115119,undirected,0.9769456645783133
103680,28773,undirected,0.973678795904296
103680,65768,undirected,0.9741029354217595
103680,78131,undirected,0.9659369525830682
103680,77421,undirected,0.961305714150318
103680,12591,undirected,0.9560770899538145
103680,91752,undirected,0.9765605439433032
103680,94234,undirected,0.9557314429791202
103680,1019,undirected,0.9596539788869022
103680,58583,undirected,0.966047257866267
103680,46562,undirected,0.9534278257872784
103680,123198,undirected,0.971735678217343
103680,81289,undirected,0.95082464520379
103680,92137,undirected,0.961110936674814
103680,136992,undirected,0.9635327385469047
103680,11733,undirected,0.9622983572050592
103680,90967,undirected,0.9592117512859095
103680,43031,undirected,0.9680247919624624
103680,52302,undirected,0.9555795019357364
103680,91541,undirected,0.9732355079487578
103680,116910,undirected,0.9511161696828907
103680,81699,undirected,0.9742003562431807
103680,89619,undirected,0.9622320730222478
103680,131974,undirected,0.9609729071703076
103680,141806,undirected,0.9506433610542052
103680,134081,undirected,0.9647296296730264
103680,1280,undirected,0.9664725615282286
103680,27305,undirected,0.9544388627328934
103680,142781,undirected,0.9520065898687597
103680,133944,undirected,0.9502806502882709
103680,69656,undirected,0.9623143864242194
103680,13131,undirected,0.9535643219840351
103680,63305,undirected,0.9733614878874787
103680,82903,undirected,0.9655901484163653
103680,50194,undirected,0.9643309730096072
103680,83756,undirected,0.9533598697159329
103680,144363,undirected,0.9702874491738386
103680,131197,undirected,0.9701290809636776
103680,141060,undirected,0.9756057579208328
103680,119152,undirected,0.9663353486278526
103680,58914,undirected,0.9573519145770556
103680,19024,undirected,0.9580696484524688
103680,69129,undirected,0.9662904651302282
103680,87866,undirected,0.9683805449719243
103680,6516,undirected,0.9639776935296968
103680,12926,undirected,0.963559700540113
103680,145911,undirected,0.9547946920133467
103680,11005,undirected,0.9672286094679494
103680,26306,undirected,0.9574249736942111
103680,2359,undirected,0.9720408341437345
103680,27696,undirected,0.953074873503367
103680,65947,undirected,0.9587293624984423
103680,160202,undirected,0.9647784789927696
103680,135258,undirected,0.9573664857495584
103680,77810,undirected,0.9676486530647653
103680,119335,undirected,0.9639315777251324
103680,99766,undirected,0.9592919566891035
103680,89448,undirected,0.9531217514832813
103680,50190,undirected,0.9669955244387871
103680,154482,undirected,0.9596523236363392
103680,30917,undirected,0.9580042595051487
103680,153392,undirected,0.9600360284128043
103680,148009,undirected,0.9547426100387079
103680,68576,undirected,0.9748920459889072
103680,70849,undirected,0.9696191518944941
103680,72678,undirected,0.9667744085890004
103680,23311,undirected,0.9520800115828061
103680,48313,undirected,0.9724509085145968
103680,96802,undirected,0.9707082127162577
103680,111386,undirected,0.9609636630657296
103680,71803,undirected,0.9576184947131353
103680,57237,undirected,0.9661771729152482
103680,27296,undirected,0.9549918535675394
103680,124919,undirected,0.957595490830527
103680,27554,undirected,0.9633058066944915
103680,68249,undirected,0.9717558601641887
103680,133162,undirected,0.966092098714975
103680,5662,undirected,0.9750005576857076
103680,148378,undirected,0.9722234912453626
103680,19110,undirected,0.9600857529764393
103680,129436,undirected,0.9532690251218777
103680,74058,undirected,0.9527848896650175
103680,85683,undirected,0.962058903890739
103680,95811,undirected,0.9597221054703797
103680,22588,undirected,0.9649940924084816
103680,607,undirected,0.9710157278063305
103680,34068,undirected,0.9624374954829763
103680,38133,undirected,0.9613280308407255
103680,33412,undirected,0.9528702125692824
103680,28125,undirected,0.9693198346975647
103680,24911,undirected,0.9695462858987525
103680,108097,undirected,0.9616452030861077
103680,123118,undirected,0.9621409790397207
103680,154148,undirected,0.9604550950152277
103680,124119,undirected,0.955096102099842
103680,49603,undirected,0.9716490814401839
103680,104969,undirected,0.9730763839233926
103680,16399,undirected,0.9585305096250161
103680,136158,undirected,0.9554365112312327
103680,82267,undirected,0.9592223890245243
103680,81173,undirected,0.9543282079873441
103680,39888,undirected,0.9512216992278737
103680,4017,undirected,0.9511949417624408
103680,131002,undirected,0.9664379855372116
103680,70111,undirected,0.9507124017656924
103680,56969,undirected,0.9672997084266932
103680,43883,undirected,0.9689383411219918
103680,21492,undirected,0.963730220817489
103680,26706,undirected,0.9550529870658265
103680,126684,undirected,0.9590213137254898
103680,113585,undirected,0.95163196163655
103680,107272,undirected,0.952170173330864
103680,4069,undirected,0.9536248731465575
103680,129774,undirected,0.9658941928661882
103680,133089,undirected,0.9575921992401607
103680,161194,undirected,0.9513174906526859
103680,92962,undirected,0.9513911897359006
103680,82150,undirected,0.9568361757522797
103680,140686,undirected,0.9595498932873312
103680,52421,undirected,0.9668976545486092
103680,69878,undirected,0.9718134182059617
103680,65569,undirected,0.9689418668909922
103680,104,undirected,0.9551718821327899
103680,29108,undirected,0.9516319430857592
103680,24142,undirected,0.9595640051657583
103680,110414,undirected,0.9571523625638908
103680,4929,undirected,0.9723052798779621
103680,109046,undirected,0.9552636736652855
103680,6115,undirected,0.9688794983314795
103680,14773,undirected,0.9607298450893191
103680,156304,undirected,0.958126284654325
103680,137034,undirected,0.9528236929011874
103680,28005,undirected,0.9688391495748025
103680,51439,undirected,0.964065100375909
103680,94971,undirected,0.9690207011494049
103680,104223,undirected,0.9604237743222405
103680,702,undirected,0.9749490655725647
103680,105623,undirected,0.9605601242531852
103680,12242,undirected,0.9570371217873953
103680,91951,undirected,0.9689033970752418
103680,37271,undirected,0.9628512028280329
103680,92630,undirected,0.9555671070750437
103680,18080,undirected,0.9523801014117657
103680,16214,undirected,0.9580395964668884
103680,92557,undirected,0.9680223767510684
103680,82887,undirected,0.9685691292721175
103680,149426,undirected,0.9627432175258038
103680,152224,undirected,0.9757589874665504
103680,123141,undirected,0.9528657152197011
103680,25163,undirected,0.9652256185041083
103680,58442,undirected,0.9631643600467249
103680,47768,undirected,0.9668602243631865
103680,57688,undirected,0.9741367281963691
103680,113800,undirected,0.9661996985486366
103680,33834,undirected,0.961553426668462
103680,150839,undirected,0.9581209523767436
103680,140851,undirected,0.9675155887294925
103680,76965,undirected,0.9522351618556926
103680,61371,undirected,0.9655363533364932
103680,102582,undirected,0.9528374114225154
103680,75004,undirected,0.9621668336953355
103680,61357,undirected,0.9578784854053617
103680,74402,undirected,0.9724148202089404
103680,31928,undirected,0.9727128894359074
103680,51901,undirected,0.9518985023143113
103680,23070,undirected,0.9628394638022297
103680,65446,undirected,0.9640813822562785
103680,122750,undirected,0.962225157461007
103680,43898,undirected,0.9654103386071949
103680,133306,undirected,0.9636178039621704
103680,81827,undirected,0.9520372374842255
103680,27524,undirected,0.967552888397155
103680,120278,undirected,0.9663090340280835
103680,35822,undirected,0.9512934468877087
103680,155258,undirected,0.9501444723486377
103680,85279,undirected,0.9664695943311262
103680,125302,undirected,0.9536511649085578
103680,44791,undirected,0.9710823697728126
103680,66972,undirected,0.969553083604541
103680,110854,undirected,0.9622301005623944
103680,24680,undirected,0.9553978942215047
103680,61030,undirected,0.9624986467093398
103680,57837,undirected,0.9614234221142686
103680,38466,undirected,0.951736147509495
103680,50187,undirected,0.95759227597741
103680,11892,undirected,0.959590109669401
103680,14881,undirected,0.9613447926938254
103680,101000,undirected,0.9534199034920052
103680,26191,undirected,0.9537849534024235
103680,77637,undirected,0.9668975728744215
103680,22811,undirected,0.9713063913105425
103680,53790,undirected,0.9745985787105793
103680,107039,undirected,0.9570592671370068
103680,125636,undirected,0.9579281663851035
103680,23628,undirected,0.9577103249313462
103680,118373,undirected,0.9553166249128134
103680,60272,undirected,0.9785361994196833
103680,150301,undirected,0.9665273395151964
103680,104992,undirected,0.9683493828655177
103680,156600,undirected,0.9719280498219037
103680,2567,undirected,0.9656526512912521
103680,50930,undirected,0.9635307014486572
103680,34411,undirected,0.9762788067737935
103680,137293,undirected,0.9715308613748695
103680,56885,undirected,0.9576004795625467
103680,57369,undirected,0.971728900576935
103680,109423,undirected,0.9621710683300942
103680,101814,undirected,0.9501283864845247
103680,147276,undirected,0.9614036713512779
103680,83814,undirected,0.9529297948739729
103680,104750,undirected,0.9680668348247539
103680,110142,undirected,0.9656486581677509
103680,92162,undirected,0.9682792072232403
103680,25476,undirected,0.9783615973634726
103680,112915,undirected,0.9562911939359477
103680,87192,undirected,0.9590946578854939
103680,42664,undirected,0.9668230133287214
103680,95322,undirected,0.9713296753800862
103680,69871,undirected,0.961254305721056
103680,41445,undirected,0.9733485586912236
103680,5974,undirected,0.9726602031985213
103680,55073,undirected,0.9662604490513554
103680,56611,undirected,0.9683049164668734
103680,41360,undirected,0.9575024468133125
103680,9315,undirected,0.9675731424284033
103680,106427,undirected,0.9530931558228665
103680,74716,undirected,0.9690664823157131
103680,26479,undirected,0.9758282144071747
103680,22522,undirected,0.9706537275909368
103680,64259,undirected,0.9625028280001033
103680,95688,undirected,0.970094035915564
103680,111440,undirected,0.9655516910578663
103680,65043,undirected,0.9560763553885477
103680,107484,undirected,0.9598139026473289
103680,139549,undirected,0.9614639471828866
103680,58268,undirected,0.9708469697805687
103680,34047,undirected,0.9536282504659043
103680,128283,undirected,0.9713987782233685
103680,141084,undirected,0.9512230152971273
103680,81584,undirected,0.9561110145395989
103680,122738,undirected,0.9549123116412666
103680,145730,undirected,0.9513063790848988
103680,111278,undirected,0.9569940436732759
103680,108703,undirected,0.9547569632051058
103680,130097,undirected,0.9624328633874399
103680,61415,undirected,0.9735632334851754
103680,51236,undirected,0.9563130358681101
103680,56533,undirected,0.9587031856385455
103680,121832,undirected,0.9582605588766019
103680,123569,undirected,0.9700731515731025
103680,106680,undirected,0.9529323160194714
103680,20971,undirected,0.9513211469456135
103680,109192,undirected,0.9581926087383474
103680,94862,undirected,0.9596159295498997
103680,64272,undirected,0.9688858305964207
103680,125503,undirected,0.963057539934524
103680,14200,undirected,0.9543340463072777
103680,58441,undirected,0.967400206962391
104969,147040,undirected,0.9552048727340017
104969,43864,undirected,0.9725533095186119
104969,111184,undirected,0.964249671336214
104969,70262,undirected,0.9553546982380539
104969,36802,undirected,0.9515744613682645
104969,6723,undirected,0.95734638291776
104969,53846,undirected,0.9652087129098681
104969,21410,undirected,0.9580265065874239
104969,71293,undirected,0.9723110960464352
104969,139828,undirected,0.9533375444318477
104969,58899,undirected,0.9678547397354805
104969,21477,undirected,0.968150330429549
104969,115119,undirected,0.9784612087060064
104969,103914,undirected,0.9512411449103332
104969,28773,undirected,0.974002532295145
104969,65768,undirected,0.9721512226587435
104969,78131,undirected,0.9703576986425972
104969,90719,undirected,0.9528259096422529
104969,77421,undirected,0.950813268376321
104969,91752,undirected,0.9838624799932881
104969,94234,undirected,0.9700259718874025
104969,1019,undirected,0.9671474389229244
104969,58583,undirected,0.9648177207206762
104969,123198,undirected,0.9670771992123826
104969,92137,undirected,0.9658896056778482
104969,136992,undirected,0.9601027918583017
104969,11733,undirected,0.9623012194175226
104969,90967,undirected,0.9617368271565295
104969,43031,undirected,0.9639706312685182
104969,52302,undirected,0.9632804263840642
104969,101227,undirected,0.9508480100491356
104969,91541,undirected,0.9766602878481377
104969,81699,undirected,0.9735726752158468
104969,123027,undirected,0.9556819983611203
104969,89619,undirected,0.9644184705233712
104969,17075,undirected,0.9500175324671015
104969,131974,undirected,0.9510134285475548
104969,131339,undirected,0.9523636429505662
104969,134081,undirected,0.9592429856690816
104969,1280,undirected,0.9567118965881518
104969,133944,undirected,0.9540198010464542
104969,69656,undirected,0.9650787663084107
104969,63305,undirected,0.9704824814396877
104969,82903,undirected,0.9564570618550585
104969,50194,undirected,0.9516462665037665
104969,144363,undirected,0.9681673535774827
104969,131197,undirected,0.9666801911492131
104969,112047,undirected,0.9500327156979217
104969,141060,undirected,0.9630796064345555
104969,119152,undirected,0.9606644215598885
104969,58914,undirected,0.9635795818022834
104969,123215,undirected,0.9533108125171773
104969,19024,undirected,0.9647783268029017
104969,69129,undirected,0.9687151764074856
104969,87866,undirected,0.9649557696358507
104969,6516,undirected,0.9719723649758021
104969,12926,undirected,0.9728819225631666
104969,11005,undirected,0.9535125742496928
104969,45027,undirected,0.959572268016793
104969,2359,undirected,0.9764681044239678
104969,27696,undirected,0.95025187292512
104969,4711,undirected,0.9537403692395688
104969,65947,undirected,0.9615939457307123
104969,160202,undirected,0.9694412737077696
104969,67604,undirected,0.9518838272178936
104969,77810,undirected,0.966870698218575
104969,50190,undirected,0.9686801519531416
104969,30003,undirected,0.9522890996525407
104969,154482,undirected,0.9520405077293198
104969,30917,undirected,0.971140850196997
104969,153392,undirected,0.9594432142719755
104969,98428,undirected,0.9528631501538242
104969,148009,undirected,0.9525635249794157
104969,68576,undirected,0.9759660907770025
104969,70849,undirected,0.966787173996064
104969,72678,undirected,0.9671248250203608
104969,48313,undirected,0.9686742902285396
104969,96802,undirected,0.9541968359232852
104969,27296,undirected,0.960848606789148
104969,27554,undirected,0.9591309335626966
104969,68249,undirected,0.964222715032702
104969,5662,undirected,0.9751293869070441
104969,37145,undirected,0.9605978565386486
104969,148378,undirected,0.9751904044455125
104969,19110,undirected,0.9563981252140576
104969,74058,undirected,0.9550658811816048
104969,95811,undirected,0.9530048886017524
104969,135740,undirected,0.9602370687576901
104969,22588,undirected,0.9628542436608072
104969,607,undirected,0.9738973280893009
104969,34068,undirected,0.9505661787199483
104969,133942,undirected,0.9627680734900395
104969,28125,undirected,0.9626360765302974
104969,24911,undirected,0.9662360270071733
104969,108097,undirected,0.9529412299110596
104969,123118,undirected,0.9585785945637297
104969,154148,undirected,0.9560514538137935
104969,124119,undirected,0.9530094983998395
104969,49603,undirected,0.9737656005727103
104969,82150,undirected,0.9611955236717323
104969,140686,undirected,0.9648881062674722
104969,52421,undirected,0.9749892962666575
104969,69878,undirected,0.9642243737906271
104969,65569,undirected,0.967504179592914
104969,4069,undirected,0.9502260709727718
104969,108267,undirected,0.9526448859119139
104969,110414,undirected,0.9537919201263324
104969,4929,undirected,0.9669845921002043
104969,109046,undirected,0.9559099067476677
104969,82267,undirected,0.9581280351916504
104969,6115,undirected,0.9708633052706991
104969,14773,undirected,0.9604938281672427
104969,156304,undirected,0.9640664019068201
104969,137034,undirected,0.9572413921092633
104969,28005,undirected,0.9721297374366464
104969,51439,undirected,0.9649552285976977
104969,94971,undirected,0.9718947681641676
104969,104223,undirected,0.9511815693850779
104969,702,undirected,0.978821579812807
104969,48356,undirected,0.9512930945483022
104969,12242,undirected,0.9640659849554378
104969,91951,undirected,0.9719285983205381
104969,81173,undirected,0.9577128621671759
104969,92630,undirected,0.96104051391379
104969,18080,undirected,0.9503420264053977
104969,92557,undirected,0.9691781660156075
104969,17199,undirected,0.955373442743305
104969,82887,undirected,0.964464195670948
104969,149426,undirected,0.965716627341278
104969,152224,undirected,0.9756033618236499
104969,58442,undirected,0.9669795939478789
104969,43883,undirected,0.9698871024204488
104969,47768,undirected,0.9642590585509206
104969,57688,undirected,0.974532278486538
104969,129774,undirected,0.9627909827195722
104969,113800,undirected,0.9663963650269765
104969,33834,undirected,0.9705574307090188
104969,140851,undirected,0.9717223564915329
104969,76965,undirected,0.9522558125601394
104969,75004,undirected,0.9653439383251368
104969,71668,undirected,0.9544445161948054
104969,61357,undirected,0.9555293298742689
104969,74402,undirected,0.9716344702568223
104969,31928,undirected,0.9731431443012928
104969,23070,undirected,0.9549511230326916
104969,65446,undirected,0.9709817464481286
104969,26706,undirected,0.9608373290959128
104969,122750,undirected,0.9683692929565997
104969,48829,undirected,0.9626564563775001
104969,43898,undirected,0.9595868752014488
104969,133306,undirected,0.9714972809010376
104969,27524,undirected,0.9657832955095794
104969,120278,undirected,0.9723691354614089
104969,88705,undirected,0.9514746235134681
104969,85279,undirected,0.9564109757380452
104969,125302,undirected,0.9588648084839924
104969,44791,undirected,0.9721466714035059
104969,66972,undirected,0.9682562960810295
104969,110854,undirected,0.9712409090788017
104969,24680,undirected,0.9536935517722481
104969,57837,undirected,0.9593968063822922
104969,50187,undirected,0.9605265497956046
104969,14881,undirected,0.962891493112317
104969,133089,undirected,0.9554804593372774
104969,101000,undirected,0.9523098815617506
104969,77637,undirected,0.9573503801958396
104969,22811,undirected,0.9697081125532625
104969,53790,undirected,0.9741599610019489
104969,14263,undirected,0.9548218983610223
104969,107039,undirected,0.9529254640765793
104969,125636,undirected,0.9649290542792597
104969,23628,undirected,0.9621951575851384
104969,118373,undirected,0.9514384351985338
104969,60272,undirected,0.9787928279099469
104969,150301,undirected,0.9609870414342765
104969,56969,undirected,0.9577174126763248
104969,131002,undirected,0.9631940282833197
104969,21492,undirected,0.972034536559035
104969,156600,undirected,0.972909679312187
104969,156564,undirected,0.9524869304006759
104969,2567,undirected,0.9591588906456395
104969,50930,undirected,0.9667239453834892
104969,34411,undirected,0.9786345520057831
104969,57369,undirected,0.9693267598936339
104969,109423,undirected,0.9633172645973407
104969,147276,undirected,0.9667310213671502
104969,16536,undirected,0.9567088356818374
104969,92962,undirected,0.9517732794223513
104969,83814,undirected,0.9634893280391942
104969,104750,undirected,0.9727922068130147
104969,110142,undirected,0.964348067443037
104969,92162,undirected,0.950042098977803
104969,25476,undirected,0.9788567072960672
104969,45475,undirected,0.95337938723523
104969,112915,undirected,0.9594397511514788
104969,87192,undirected,0.9523720925344392
104969,42664,undirected,0.9562410927875379
104969,95322,undirected,0.9701205582758393
104969,69871,undirected,0.9639789281072465
104969,41445,undirected,0.9721654520071737
104969,5974,undirected,0.9728463229679417
104969,55073,undirected,0.9666741208396481
104969,56611,undirected,0.9661861779667145
104969,41360,undirected,0.9679945622594957
104969,55356,undirected,0.9516293807587513
104969,9315,undirected,0.9634996749388013
104969,106427,undirected,0.9530324628596154
104969,74716,undirected,0.9660324347151232
104969,26479,undirected,0.9731953051242128
104969,95688,undirected,0.9739200215869527
104969,154067,undirected,0.9542081126418759
104969,111440,undirected,0.9552446580462901
104969,65043,undirected,0.9513978051386258
104969,139549,undirected,0.9559782520746352
104969,58268,undirected,0.9735391547352191
104969,128283,undirected,0.9759974503477988
104969,141084,undirected,0.9515485816987521
104969,81584,undirected,0.9559160321343507
104969,122738,undirected,0.9633520931403269
104969,145730,undirected,0.9558912942063841
104969,111278,undirected,0.9642146743989145
104969,130097,undirected,0.9580021467215887
104969,61415,undirected,0.9715409577289039
104969,51236,undirected,0.9519700694519336
104969,56533,undirected,0.9598697912858352
104969,39888,undirected,0.9605791529711624
104969,121832,undirected,0.9623469644604891
104969,123569,undirected,0.9700412001450539
104969,106680,undirected,0.9562036523957744
104969,109192,undirected,0.9561370142849885
104969,94862,undirected,0.9684001904436227
104969,64272,undirected,0.9679630940397831
104969,125503,undirected,0.9513320923196417
104969,14200,undirected,0.9525116436223581
104969,159914,undirected,0.9530357215579702
104969,58441,undirected,0.970760447894329
6115,63519,undirected,0.9509090489494683
6115,43864,undirected,0.9718955581041477
6115,111184,undirected,0.9680618855563342
6115,73144,undirected,0.9546453233944069
6115,70262,undirected,0.959723643454597
6115,105584,undirected,0.9576431030164078
6115,53846,undirected,0.9671077225463721
6115,21410,undirected,0.9610165342637682
6115,140539,undirected,0.9507799882137752
6115,71293,undirected,0.9611712497827579
6115,139828,undirected,0.952631998258524
6115,58899,undirected,0.960806090911726
6115,21477,undirected,0.9721894397668238
6115,115119,undirected,0.980373100879121
6115,28773,undirected,0.9719887294293382
6115,65768,undirected,0.9730079905152047
6115,78131,undirected,0.9719655680077945
6115,103836,undirected,0.9553562439979062
6115,12591,undirected,0.9557385656560303
6115,91752,undirected,0.9712483261093661
6115,94234,undirected,0.9584351903729711
6115,1019,undirected,0.9663104639509668
6115,58583,undirected,0.966570254889451
6115,123198,undirected,0.9736730576846535
6115,81289,undirected,0.9607228887577456
6115,92137,undirected,0.96588866520494
6115,136992,undirected,0.9670611725614181
6115,30157,undirected,0.9511087737128376
6115,11733,undirected,0.9644622529487512
6115,90967,undirected,0.9678096896473246
